     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
      41   1.615656e+04   9.799e+02   5.792e+00   1.258e-01   4.105e+01   1.071e+00    4.355e+02    3.754e+02   4.055e+02   4.057e+02   2.224e-01  
      42   1.615678e+04   9.202e+02   7.700e+00   1.258e-01   3.807e+01   1.053e+00    4.357e+02    3.755e+02   4.056e+02   4.057e+02   1.407e-01  
      43   1.615700e+04   9.612e+02   6.950e+00   1.258e-01   4.038e+01   1.076e+00    4.361e+02    3.755e+02   4.058e+02   4.057e+02  -1.051e-01  
      44   1.615722e+04   9.567e+02   4.509e+00   1.258e-01   4.008e+01   1.066e+00    4.360e+02    3.755e+02   4.058e+02   4.057e+02  -5.609e-02  
      45   1.615745e+04   1.029e+03   4.180e+00   1.258e-01   4.323e+01   1.080e+00    4.361e+02    3.754e+02   4.057e+02   4.057e+02  -4.708e-03  
      46   1.615767e+04   8.834e+02   5.608e+00   1.258e-01   3.723e+01   1.063e+00    4.361e+02    3.756e+02   4.058e+02   4.057e+02  -1.023e-01  
      47   1.615789e+04   8.584e+02   6.375e+00   1.258e-01   3.691e+01   1.081e+00    4.361e+02    3.755e+02   4.058e+02   4.057e+02  -9.119e-02  
      48   1.615811e+04   7.948e+02   4.237e+00   1.258e-01   3.403e+01   1.062e+00    4.359e+02    3.755e+02   4.057e+02   4.057e+02   3.426e-02  
      49   1.615833e+04   8.636e+02   3.540e+00   1.258e-01   3.749e+01   1.090e+00    4.361e+02    3.755e+02   4.058e+02   4.057e+02  -5.710e-02  
      50   1.615855e+04   8.879e+02   6.719e+00   1.258e-01   3.742e+01   1.067e+00    4.359e+02    3.754e+02   4.056e+02   4.057e+02   1.150e-01  
      51   1.615877e+04   9.822e+02   8.250e+00   1.258e-01   4.126e+01   1.077e+00    4.361e+02    3.754e+02   4.057e+02   4.057e+02   1.175e-03  
      52   1.615899e+04   9.840e+02   4.338e+00   1.258e-01   4.071e+01   1.056e+00    4.360e+02    3.755e+02   4.057e+02   4.058e+02   1.767e-02  
      53   1.615921e+04   9.538e+02   6.429e+00   1.258e-01   4.040e+01   1.080e+00    4.360e+02    3.755e+02   4.058e+02   4.058e+02  -3.262e-02  
      54   1.615943e+04   9.639e+02   1.356e+01   1.258e-01   3.934e+01   1.058e+00    4.361e+02    3.755e+02   4.058e+02   4.058e+02  -7.210e-03  
      55   1.615966e+04   9.731e+02   1.874e+01   1.258e-01   3.979e+01   1.073e+00    4.359e+02    3.753e+02   4.056e+02   4.058e+02   1.582e-01  
      56   1.615988e+04   9.650e+02   2.299e+01   1.258e-01   3.891e+01   1.071e+00    4.363e+02    3.756e+02   4.060e+02   4.058e+02  -1.864e-01  
      57   1.616010e+04   9.765e+02   2.077e+01   1.258e-01   4.012e+01   1.084e+00    4.360e+02    3.755e+02   4.058e+02   4.058e+02   6.514e-03  
      58   1.616032e+04   9.534e+02   1.371e+01   1.258e-01   3.930e+01   1.072e+00    4.357e+02    3.757e+02   4.057e+02   4.058e+02   6.661e-02  
      59   1.616054e+04   9.720e+02   8.388e+00   1.258e-01   4.113e+01   1.089e+00    4.360e+02    3.755e+02   4.058e+02   4.058e+02   1.275e-02  
      60   1.616076e+04   9.621e+02   8.311e+00   1.258e-01   4.007e+01   1.070e+00    4.362e+02    3.756e+02   4.059e+02   4.058e+02  -1.196e-01  
      61   1.616098e+04   9.711e+02   4.309e+00   1.258e-01   4.128e+01   1.083e+00    4.360e+02    3.756e+02   4.058e+02   4.058e+02  -3.141e-02  
      62   1.616120e+04   9.160e+02   5.332e+00   1.258e-01   3.901e+01   1.086e+00    4.359e+02    3.754e+02   4.057e+02   4.058e+02   1.196e-01  
      63   1.616143e+04   8.237e+02   5.384e+00   1.258e-01   3.605e+01   1.096e+00    4.362e+02    3.755e+02   4.058e+02   4.058e+02  -4.456e-02  
      64   1.616165e+04   8.873e+02   5.630e+00   1.258e-01   3.777e+01   1.081e+00    4.361e+02    3.757e+02   4.059e+02   4.058e+02  -5.350e-02  
      65   1.616187e+04   9.062e+02   6.068e+00   1.258e-01   3.895e+01   1.093e+00    4.358e+02    3.757e+02   4.058e+02   4.058e+02   1.252e-02  
      66   1.616209e+04   8.224e+02   6.791e+00   1.258e-01   3.534e+01   1.080e+00    4.362e+02    3.755e+02   4.059e+02   4.058e+02  -5.956e-02  
      67   1.616231e+04   8.926e+02   6.242e+00   1.258e-01   3.861e+01   1.099e+00    4.359e+02    3.756e+02   4.058e+02   4.058e+02   5.725e-02  
      68   1.616253e+04   8.975e+02   5.814e+00   1.258e-01   3.803e+01   1.077e+00    4.361e+02    3.757e+02   4.059e+02   4.058e+02  -3.933e-02  
      69   1.616275e+04   9.643e+02   5.674e+00   1.258e-01   4.123e+01   1.095e+00    4.361e+02    3.757e+02   4.059e+02   4.058e+02  -5.790e-02  
      70   1.616297e+04   9.186e+02   8.432e+00   1.258e-01   3.860e+01   1.073e+00    4.360e+02    3.755e+02   4.058e+02   4.058e+02   4.743e-02  
      71   1.616320e+04   9.617e+02   4.178e+00   1.258e-01   4.108e+01   1.089e+00    4.361e+02    3.757e+02   4.059e+02   4.058e+02  -2.779e-02  
      72   1.616342e+04   9.232e+02   6.248e+00   1.258e-01   3.912e+01   1.080e+00    4.360e+02    3.758e+02   4.059e+02   4.058e+02  -5.401e-02  
      73   1.616364e+04   9.487e+02   7.934e+00   1.258e-01   4.066e+01   1.101e+00    4.360e+02    3.756e+02   4.058e+02   4.058e+02   7.594e-02  
      74   1.616386e+04   9.510e+02   6.579e+00   1.258e-01   4.009e+01   1.082e+00    4.361e+02    3.757e+02   4.059e+02   4.058e+02  -5.415e-02  
      75   1.616408e+04   9.762e+02   6.631e+00   1.258e-01   4.155e+01   1.093e+00    4.360e+02    3.758e+02   4.059e+02   4.058e+02  -4.026e-02  
      76   1.616430e+04   9.576e+02   5.552e+00   1.258e-01   4.030e+01   1.076e+00    4.361e+02    3.756e+02   4.059e+02   4.059e+02  -1.967e-02  
      77   1.616452e+04   9.759e+02   6.009e+00   1.258e-01   4.179e+01   1.103e+00    4.359e+02    3.756e+02   4.058e+02   4.059e+02   8.622e-02  
      78   1.616475e+04   9.756e+02   7.165e+00   1.258e-01   4.116e+01   1.089e+00    4.361e+02    3.756e+02   4.058e+02   4.059e+02   3.184e-02  
      79   1.616497e+04   9.676e+02   6.648e+00   1.258e-01   4.170e+01   1.111e+00    4.361e+02    3.759e+02   4.060e+02   4.059e+02  -1.013e-01  
      80   1.616519e+04   9.809e+02   5.408e+00   1.258e-01   4.167e+01   1.092e+00    4.359e+02    3.757e+02   4.058e+02   4.059e+02   9.550e-02  
      81   1.616541e+04   1.008e+03   4.993e+00   1.258e-01   4.347e+01   1.112e+00    4.365e+02    3.757e+02   4.061e+02   4.059e+02  -2.015e-01  
      82   1.616563e+04   9.803e+02   7.016e+00   1.258e-01   4.156e+01   1.095e+00    4.360e+02    3.758e+02   4.059e+02   4.059e+02   1.634e-02  
      83   1.616585e+04   9.398e+02   5.321e+00   1.258e-01   4.100e+01   1.113e+00    4.362e+02    3.759e+02   4.060e+02   4.059e+02  -1.266e-01  
      84   1.616608e+04   9.601e+02   4.167e+00   1.258e-01   4.103e+01   1.092e+00    4.362e+02    3.759e+02   4.060e+02   4.059e+02  -1.288e-01  
      85   1.616630e+04   9.579e+02   6.868e+00   1.258e-01   4.114e+01   1.104e+00    4.362e+02    3.757e+02   4.059e+02   4.059e+02  -4.332e-02  
      86   1.616652e+04   1.010e+03   6.679e+00   1.258e-01   4.257e+01   1.089e+00    4.359e+02    3.758e+02   4.059e+02   4.059e+02   2.484e-02  
      87   1.616674e+04   9.494e+02   7.326e+00   1.258e-01   4.083e+01   1.099e+00    4.363e+02    3.756e+02   4.060e+02   4.059e+02  -6.702e-02  
      88   1.616696e+04   9.299e+02   6.462e+00   1.258e-01   3.937e+01   1.082e+00    4.360e+02    3.758e+02   4.059e+02   4.059e+02   2.175e-02  
      89   1.616718e+04   9.549e+02   4.013e+00   1.258e-01   4.115e+01   1.099e+00    4.363e+02    3.756e+02   4.059e+02   4.059e+02  -4.169e-02  
      90   1.616741e+04   9.341e+02   6.169e+00   1.258e-01   3.988e+01   1.096e+00    4.359e+02    3.760e+02   4.060e+02   4.059e+02  -5.043e-02  
      91   1.616763e+04   9.681e+02   7.488e+00   1.258e-01   4.205e+01   1.127e+00    4.362e+02    3.758e+02   4.060e+02   4.059e+02  -9.370e-02  
      92   1.616785e+04   9.529e+02   4.490e+00   1.258e-01   4.114e+01   1.109e+00    4.361e+02    3.757e+02   4.059e+02   4.059e+02   2.596e-02  
      93   1.616807e+04   9.112e+02   3.247e+00   1.258e-01   4.000e+01   1.116e+00    4.361e+02    3.757e+02   4.059e+02   4.059e+02   3.022e-02  
      94   1.616829e+04   8.566e+02   4.838e+00   1.258e-01   3.779e+01   1.119e+00    4.358e+02    3.758e+02   4.058e+02   4.059e+02   1.017e-01  
      95   1.616851e+04   8.019e+02   6.606e+00   1.258e-01   3.593e+01   1.126e+00    4.363e+02    3.756e+02   4.060e+02   4.059e+02  -4.829e-02  
      96   1.616874e+04   7.729e+02   6.037e+00   1.258e-01   3.424e+01   1.110e+00    4.361e+02    3.758e+02   4.060e+02   4.059e+02  -4.300e-02  
      97   1.616896e+04   8.649e+02   4.333e+00   1.258e-01   3.863e+01   1.128e+00    4.362e+02    3.759e+02   4.060e+02   4.059e+02  -7.129e-02  
      98   1.616918e+04   8.772e+02   4.368e+00   1.258e-01   3.833e+01   1.102e+00    4.360e+02    3.758e+02   4.059e+02   4.059e+02   3.548e-02  
      99   1.616940e+04   8.021e+02   7.408e+00   1.258e-01   3.574e+01   1.119e+00    4.362e+02    3.757e+02   4.059e+02   4.059e+02   8.728e-03  
     100   1.616962e+04   7.224e+02   7.711e+00   1.258e-01   3.169e+01   1.090e+00    4.360e+02    3.759e+02   4.060e+02   4.060e+02  -4.466e-02  
     101   1.616985e+04   7.519e+02   5.513e+00   1.258e-01   3.393e+01   1.122e+00    4.360e+02    3.757e+02   4.059e+02   4.060e+02   9.633e-02  
     102   1.617007e+04   7.135e+02   4.286e+00   1.258e-01   3.163e+01   1.091e+00    4.361e+02    3.759e+02   4.060e+02   4.060e+02  -4.524e-02  
     103   1.617029e+04   8.127e+02   5.516e+00   1.258e-01   3.634e+01   1.126e+00    4.362e+02    3.759e+02   4.060e+02   4.060e+02  -7.135e-02  
     104   1.617051e+04   8.408e+02   7.061e+00   1.258e-01   3.659e+01   1.101e+00    4.361e+02    3.760e+02   4.060e+02   4.060e+02  -4.769e-02  
     105   1.617073e+04   9.260e+02   6.914e+00   1.258e-01   4.013e+01   1.112e+00    4.359e+02    3.759e+02   4.059e+02   4.060e+02   9.879e-02  
     106   1.617096e+04   9.603e+02   4.910e+00   1.258e-01   4.131e+01   1.106e+00    4.361e+02    3.759e+02   4.060e+02   4.060e+02  -3.304e-02  
     107   1.617118e+04   9.162e+02   7.871e+00   1.258e-01   3.992e+01   1.121e+00    4.359e+02    3.758e+02   4.058e+02   4.060e+02   1.551e-01  
     108   1.617140e+04   1.000e+03   6.501e+00   1.258e-01   4.251e+01   1.111e+00    4.360e+02    3.760e+02   4.060e+02   4.060e+02  -2.853e-02  
     109   1.617162e+04   9.697e+02   7.848e+00   1.258e-01   4.217e+01   1.128e+00    4.360e+02    3.760e+02   4.060e+02   4.060e+02  -3.806e-02  
     110   1.617184e+04   9.014e+02   9.567e+00   1.258e-01   3.887e+01   1.109e+00    4.359e+02    3.760e+02   4.060e+02   4.060e+02   1.407e-02  
     111   1.617207e+04   1.010e+03   3.599e+00   1.258e-01   4.412e+01   1.132e+00    4.364e+02    3.774e+02   4.069e+02   4.060e+02  -8.930e-01  
     112   1.617229e+04   1.064e+03   1.071e+00   1.258e-01   4.605e+01   1.123e+00    4.360e+02    3.761e+02   4.061e+02   4.060e+02  -4.650e-02  
     113   1.617251e+04   1.006e+03   6.196e+00   1.258e-01   4.388e+01   1.133e+00    4.361e+02    3.759e+02   4.060e+02   4.060e+02  -3.889e-03  
     114   1.617273e+04   9.704e+02   4.918e+00   1.258e-01   4.194e+01   1.120e+00    4.362e+02    3.760e+02   4.061e+02   4.060e+02  -8.342e-02  
     115   1.617295e+04   9.752e+02   6.515e+00   1.258e-01   4.294e+01   1.139e+00    4.362e+02    3.760e+02   4.061e+02   4.060e+02  -8.918e-02  
     116   1.617318e+04   9.506e+02   6.950e+00   1.258e-01   4.109e+01   1.115e+00    4.360e+02    3.761e+02   4.061e+02   4.060e+02  -3.428e-02  
     117   1.617340e+04   9.176e+02   8.377e+00   1.258e-01   4.050e+01   1.136e+00    4.360e+02    3.761e+02   4.060e+02   4.060e+02  -1.453e-02  
     118   1.617362e+04   9.341e+02   6.990e+00   1.258e-01   4.074e+01   1.123e+00    4.364e+02    3.760e+02   4.062e+02   4.060e+02  -1.550e-01  
     119   1.617384e+04   9.804e+02   7.205e+00   1.258e-01   4.293e+01   1.135e+00    4.361e+02    3.761e+02   4.061e+02   4.060e+02  -8.263e-02  
     120   1.617407e+04   9.327e+02   7.317e+00   1.258e-01   4.048e+01   1.119e+00    4.362e+02    3.760e+02   4.061e+02   4.060e+02  -3.657e-02  
     121   1.617429e+04   9.649e+02   7.750e+00   1.258e-01   4.214e+01   1.131e+00    4.362e+02    3.759e+02   4.060e+02   4.060e+02   2.355e-02  
     122   1.617451e+04   9.447e+02   2.386e+00   1.258e-01   4.137e+01   1.116e+00    4.361e+02    3.760e+02   4.060e+02   4.061e+02   2.335e-03  
     123   1.617473e+04   9.278e+02   2.531e+00   1.258e-01   4.094e+01   1.123e+00    4.361e+02    3.760e+02   4.060e+02   4.061e+02   2.660e-02  
     124   1.617496e+04   9.474e+02   8.741e+00   1.258e-01   4.117e+01   1.131e+00    4.360e+02    3.760e+02   4.060e+02   4.061e+02   6.164e-02  
     125   1.617518e+04   9.278e+02   7.495e+00   1.258e-01   4.062e+01   1.132e+00    4.361e+02    3.758e+02   4.060e+02   4.061e+02   7.298e-02  
     126   1.617540e+04   9.140e+02   4.947e+00   1.258e-01   4.037e+01   1.132e+00    4.362e+02    3.761e+02   4.061e+02   4.061e+02  -3.942e-02  
     127   1.617562e+04   9.418e+02   4.840e+00   1.258e-01   4.185e+01   1.146e+00    4.361e+02    3.761e+02   4.061e+02   4.061e+02  -5.199e-02  
     128   1.617584e+04   9.638e+02   3.606e+00   1.258e-01   4.248e+01   1.136e+00    4.360e+02    3.762e+02   4.061e+02   4.061e+02  -3.281e-02  
     129   1.617607e+04   9.422e+02   4.840e+00   1.258e-01   4.215e+01   1.145e+00    4.362e+02    3.762e+02   4.062e+02   4.061e+02  -1.017e-01  
     130   1.617629e+04   9.144e+02   4.882e+00   1.258e-01   4.046e+01   1.138e+00    4.361e+02    3.761e+02   4.061e+02   4.061e+02   1.274e-02  
     131   1.617651e+04   9.363e+02   7.532e+00   1.258e-01   4.180e+01   1.153e+00    4.361e+02    3.761e+02   4.061e+02   4.061e+02  -1.502e-02  
     132   1.617673e+04   9.103e+02   3.566e+00   1.258e-01   4.054e+01   1.135e+00    4.361e+02    3.761e+02   4.061e+02   4.061e+02   5.445e-03  
     133   1.617696e+04   9.500e+02   4.919e+00   1.258e-01   4.217e+01   1.140e+00    4.361e+02    3.762e+02   4.062e+02   4.061e+02  -5.463e-02  
     134   1.617718e+04   9.449e+02   8.638e+00   1.258e-01   4.130e+01   1.135e+00    4.361e+02    3.762e+02   4.061e+02   4.061e+02  -2.007e-02  
     135   1.617740e+04   9.799e+02   7.642e+00   1.258e-01   4.291e+01   1.135e+00    4.360e+02    3.762e+02   4.061e+02   4.061e+02  -2.035e-02  
     136   1.617762e+04   9.177e+02   4.558e+00   1.258e-01   4.031e+01   1.124e+00    4.361e+02    3.761e+02   4.061e+02   4.061e+02   3.573e-02  
     137   1.617785e+04   9.870e+02   4.773e+00   1.258e-01   4.352e+01   1.138e+00    4.362e+02    3.760e+02   4.061e+02   4.061e+02   2.339e-02  
     138   1.617807e+04   9.783e+02   4.782e+00   1.258e-01   4.220e+01   1.111e+00    4.361e+02    3.762e+02   4.061e+02   4.061e+02   8.517e-05  
     139   1.617829e+04   1.050e+03   4.338e+00   1.258e-01   4.615e+01   1.145e+00    4.360e+02    3.764e+02   4.062e+02   4.061e+02  -4.575e-02  
     140   1.617851e+04   9.720e+02   5.316e+00   1.258e-01   4.207e+01   1.117e+00    4.363e+02    3.762e+02   4.062e+02   4.061e+02  -1.135e-01  
     141   1.617874e+04   9.483e+02   3.693e+00   1.258e-01   4.226e+01   1.151e+00    4.360e+02    3.762e+02   4.061e+02   4.061e+02   4.613e-02  
     142   1.617896e+04   9.855e+02   3.181e+00   1.258e-01   4.379e+01   1.148e+00    4.361e+02    3.761e+02   4.061e+02   4.061e+02   5.612e-02  
     143   1.617918e+04   9.566e+02   7.511e+00   1.258e-01   4.237e+01   1.143e+00    4.361e+02    3.762e+02   4.062e+02   4.061e+02  -3.976e-02  
     144   1.617941e+04   8.611e+02   7.540e+00   1.258e-01   3.850e+01   1.145e+00    4.362e+02    3.765e+02   4.063e+02   4.062e+02  -1.581e-01  
     145   1.617963e+04   9.250e+02   3.040e+00   1.258e-01   4.149e+01   1.137e+00    4.362e+02    3.762e+02   4.062e+02   4.062e+02  -2.799e-02  
     146   1.617985e+04   8.362e+02   3.381e+00   1.258e-01   3.771e+01   1.141e+00    4.360e+02    3.763e+02   4.062e+02   4.062e+02  -2.884e-02  
     147   1.618007e+04   7.955e+02   7.822e+00   1.258e-01   3.646e+01   1.163e+00    4.361e+02    3.761e+02   4.061e+02   4.062e+02   4.769e-02  
     148   1.618030e+04   8.625e+02   8.400e+00   1.258e-01   3.811e+01   1.133e+00    4.360e+02    3.762e+02   4.061e+02   4.062e+02   8.905e-02  
     149   1.618052e+04   8.799e+02   5.155e+00   1.258e-01   3.978e+01   1.154e+00    4.363e+02    3.764e+02   4.064e+02   4.062e+02  -1.754e-01  
     150   1.618074e+04   9.533e+02   2.944e+00   1.258e-01   4.274e+01   1.157e+00    4.361e+02    3.763e+02   4.062e+02   4.062e+02  -9.031e-03  
     151   1.618096e+04   9.722e+02   2.161e+00   1.258e-01   4.343e+01   1.146e+00    4.362e+02    3.764e+02   4.063e+02   4.062e+02  -1.278e-01  
     152   1.618119e+04   9.674e+02   2.827e+00   1.258e-01   4.321e+01   1.151e+00    4.363e+02    3.764e+02   4.063e+02   4.062e+02  -1.216e-01  
     153   1.618141e+04   9.400e+02   4.770e+00   1.258e-01   4.207e+01   1.151e+00    4.361e+02    3.765e+02   4.063e+02   4.062e+02  -1.018e-01  
     154   1.618163e+04   9.257e+02   4.015e+00   1.258e-01   4.135e+01   1.149e+00    4.360e+02    3.763e+02   4.062e+02   4.062e+02   2.701e-02  
     155   1.618186e+04   8.757e+02   6.161e+00   1.258e-01   3.937e+01   1.148e+00    4.361e+02    3.764e+02   4.063e+02   4.062e+02  -5.019e-02  
     156   1.618208e+04   9.454e+02   5.026e+00   1.258e-01   4.207e+01   1.149e+00    4.361e+02    3.762e+02   4.062e+02   4.062e+02   5.173e-02  
     157   1.618230e+04   9.538e+02   4.456e+00   1.258e-01   4.275e+01   1.152e+00    4.361e+02    3.765e+02   4.063e+02   4.062e+02  -7.151e-02  
     158   1.618252e+04   9.879e+02   2.957e+00   1.258e-01   4.366e+01   1.141e+00    4.361e+02    3.763e+02   4.062e+02   4.062e+02   6.002e-02  
     159   1.618275e+04   9.931e+02   3.446e+00   1.258e-01   4.455e+01   1.160e+00    4.361e+02    3.764e+02   4.062e+02   4.062e+02   1.547e-02  
     160   1.618297e+04   9.085e+02   5.093e+00   1.258e-01   4.043e+01   1.141e+00    4.362e+02    3.763e+02   4.062e+02   4.062e+02   1.919e-02  
     161   1.618319e+04   8.842e+02   5.142e+00   1.258e-01   4.014e+01   1.161e+00    4.360e+02    3.764e+02   4.062e+02   4.062e+02   2.074e-03  
     162   1.618342e+04   9.359e+02   6.896e+00   1.258e-01   4.161e+01   1.150e+00    4.363e+02    3.763e+02   4.063e+02   4.062e+02  -3.860e-02  
     163   1.618364e+04   9.657e+02   4.101e+00   1.258e-01   4.357e+01   1.169e+00    4.362e+02    3.763e+02   4.063e+02   4.062e+02  -1.637e-02  
     164   1.618386e+04   9.452e+02   5.383e+00   1.258e-01   4.251e+01   1.166e+00    4.363e+02    3.764e+02   4.064e+02   4.062e+02  -1.129e-01  
     165   1.618409e+04   8.807e+02   7.740e+00   1.258e-01   3.998e+01   1.168e+00    4.361e+02    3.765e+02   4.063e+02   4.063e+02  -7.012e-02  
     166   1.618431e+04   8.563e+02   7.282e+00   1.258e-01   3.846e+01   1.151e+00    4.363e+02    3.764e+02   4.063e+02   4.063e+02  -7.673e-02  
