     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
      27   1.764481e+04   3.326e+02   6.942e+00   1.258e-01   1.580e+01   1.131e+00    9.912e+02    9.307e+02   9.609e+02   9.609e+02   3.523e-03  
      28   1.764505e+04   3.135e+02   6.936e+00   1.258e-01   1.520e+01   1.149e+00    9.911e+02    9.306e+02   9.608e+02   9.609e+02   6.432e-02  
      29   1.764529e+04   3.340e+02   8.181e+00   1.258e-01   1.576e+01   1.136e+00    9.912e+02    9.303e+02   9.607e+02   9.609e+02   1.224e-01  
      30   1.764553e+04   3.878e+02   5.533e+00   1.258e-01   1.864e+01   1.179e+00    9.911e+02    9.295e+02   9.603e+02   9.608e+02   5.077e-01  
      31   1.764577e+04   3.594e+02   6.783e+00   1.258e-01   1.716e+01   1.141e+00    9.908e+02    9.300e+02   9.604e+02   9.608e+02   3.882e-01  
      32   1.764601e+04   3.511e+02   5.350e+00   1.258e-01   1.725e+01   1.162e+00    9.909e+02    9.301e+02   9.605e+02   9.608e+02   2.782e-01  
      33   1.764625e+04   3.548e+02   5.386e+00   1.258e-01   1.732e+01   1.162e+00    9.910e+02    9.305e+02   9.607e+02   9.607e+02   3.298e-02  
      34   1.764649e+04   3.216e+02   6.454e+00   1.258e-01   1.612e+01   1.202e+00    9.909e+02    9.303e+02   9.606e+02   9.607e+02   1.103e-01  
      35   1.764673e+04   3.253e+02   7.145e+00   1.258e-01   1.590e+01   1.163e+00    9.909e+02    9.303e+02   9.606e+02   9.607e+02   5.156e-02  
      36   1.764697e+04   3.640e+02   4.926e+00   1.307e-01   1.805e+01   1.184e+00    9.911e+02    9.304e+02   9.607e+02   9.606e+02  -1.078e-01  
      37   1.764720e+04   3.361e+02   4.931e+00   5.025e-01   1.637e+01   1.154e+00    9.908e+02    9.302e+02   9.605e+02   9.606e+02   1.214e-01  
      38   1.764744e+04   3.548e+02   4.470e+00   6.093e+00   1.746e+01   1.172e+00    9.910e+02    9.303e+02   9.607e+02   9.606e+02  -7.749e-02  
      39   1.764768e+04   3.030e+02   6.300e+00   1.944e+01   1.457e+01   1.133e+00    9.908e+02    9.302e+02   9.605e+02   9.605e+02   6.739e-02  
      40   1.764792e+04   3.391e+02   7.869e+00   1.289e+01   1.627e+01   1.148e+00    9.907e+02    9.300e+02   9.603e+02   9.605e+02   1.891e-01  
      41   1.764816e+04   3.239e+02   1.258e+01   1.850e+00   1.501e+01   1.114e+00    9.909e+02    9.300e+02   9.604e+02   9.605e+02   4.410e-02  
      42   1.764840e+04   3.374e+02   2.217e+01   1.868e-01   1.548e+01   1.133e+00    9.908e+02    9.298e+02   9.603e+02   9.605e+02   1.407e-01  
      43   1.764864e+04   3.077e+02   3.047e+01   8.781e-01   1.365e+01   1.115e+00    9.909e+02    9.298e+02   9.604e+02   9.604e+02   6.891e-02  
      44   1.764888e+04   3.619e+02   2.958e+01   8.747e+00   1.639e+01   1.146e+00    9.908e+02    9.301e+02   9.604e+02   9.604e+02  -5.003e-02  
      45   1.764912e+04   3.267e+02   3.323e+01   2.032e+01   1.448e+01   1.121e+00    9.907e+02    9.299e+02   9.603e+02   9.604e+02   2.507e-02  
      46   1.764936e+04   3.786e+02   2.616e+01   9.784e+00   1.737e+01   1.162e+00    9.908e+02    9.299e+02   9.603e+02   9.603e+02  -1.871e-02  
      47   1.764960e+04   3.491e+02   2.187e+01   1.070e+00   1.605e+01   1.141e+00    9.908e+02    9.300e+02   9.604e+02   9.603e+02  -1.124e-01  
      48   1.764984e+04   3.701e+02   1.253e+01   1.446e-01   1.783e+01   1.173e+00    9.908e+02    9.299e+02   9.603e+02   9.603e+02  -6.734e-02  
      49   1.765008e+04   3.541e+02   5.219e+00   1.259e-01   1.736e+01   1.170e+00    9.909e+02    9.297e+02   9.603e+02   9.602e+02  -9.441e-02  
      50   1.765032e+04   3.364e+02   3.135e+00   1.258e-01   1.691e+01   1.186e+00    9.905e+02    9.299e+02   9.602e+02   9.602e+02   2.913e-03  
      51   1.765056e+04   3.826e+02   5.502e+00   1.258e-01   1.874e+01   1.172e+00    9.908e+02    9.299e+02   9.603e+02   9.602e+02  -1.536e-01  
      52   1.765080e+04   3.049e+02   5.753e+00   1.258e-01   1.543e+01   1.203e+00    9.906e+02    9.298e+02   9.602e+02   9.601e+02  -5.114e-02  
      53   1.765104e+04   3.548e+02   3.899e+00   1.258e-01   1.739e+01   1.167e+00    9.907e+02    9.299e+02   9.603e+02   9.601e+02  -1.824e-01  
      54   1.765128e+04   3.445e+02   5.685e+00   1.338e-01   1.709e+01   1.182e+00    9.907e+02    9.299e+02   9.603e+02   9.601e+02  -2.176e-01  
      55   1.765152e+04   3.613e+02   1.392e+01   1.166e+00   1.702e+01   1.143e+00    9.904e+02    9.298e+02   9.601e+02   9.600e+02  -1.680e-02  
      56   1.765176e+04   4.059e+02   9.293e+01   2.903e+01   1.622e+01   1.167e+00    9.899e+02    9.300e+02   9.599e+02   9.600e+02   1.014e-01  
      57   1.765200e+04   4.469e+02   2.496e+02   1.736e+02   1.388e+01   1.135e+00    9.900e+02    9.298e+02   9.599e+02   9.600e+02   7.632e-02  
      58   1.765224e+04   3.067e+02   3.679e+02   2.269e+02   8.648e+00   1.161e+00    9.899e+02    9.294e+02   9.597e+02   9.600e+02   2.984e-01  
      59   1.765248e+04   3.039e+02   3.499e+02   6.476e+01   8.627e+00   1.144e+00    9.901e+02    9.294e+02   9.597e+02   9.599e+02   1.818e-01  
      60   1.765272e+04   3.361e+02   2.067e+02   4.119e+00   1.118e+01   1.150e+00    9.898e+02    9.295e+02   9.597e+02   9.599e+02   2.206e-01  
      61   1.765296e+04   3.348e+02   6.798e+01   1.786e-01   1.395e+01   1.150e+00    9.905e+02    9.296e+02   9.600e+02   9.599e+02  -1.910e-01  
      62   1.765320e+04   3.121e+02   1.637e+01   1.259e-01   1.475e+01   1.145e+00    9.899e+02    9.293e+02   9.596e+02   9.598e+02   2.254e-01  
      63   1.765344e+04   3.299e+02   4.881e+00   1.258e-01   1.603e+01   1.151e+00    9.907e+02    9.294e+02   9.600e+02   9.598e+02  -2.523e-01  
      64   1.765368e+04   3.201e+02   6.567e+00   1.258e-01   1.574e+01   1.169e+00    9.898e+02    9.294e+02   9.596e+02   9.598e+02   1.725e-01  
      65   1.765392e+04   3.208e+02   6.063e+00   1.258e-01   1.563e+01   1.155e+00    9.901e+02    9.294e+02   9.598e+02   9.597e+02  -1.839e-02  
      66   1.765416e+04   3.289e+02   5.644e+00   1.258e-01   1.628e+01   1.173e+00    9.898e+02    9.292e+02   9.595e+02   9.597e+02   2.462e-01  
      67   1.765440e+04   3.068e+02   6.881e+00   1.258e-01   1.507e+01   1.168e+00    9.900e+02    9.292e+02   9.596e+02   9.597e+02   7.403e-02  
      68   1.765464e+04   3.092e+02   4.329e+00   1.258e-01   1.555e+01   1.180e+00    9.901e+02    9.292e+02   9.596e+02   9.596e+02   4.194e-03  
      69   1.765488e+04   3.139e+02   2.912e+00   1.258e-01   1.565e+01   1.171e+00    9.898e+02    9.293e+02   9.596e+02   9.596e+02   5.541e-02  
      70   1.765512e+04   3.054e+02   3.253e+00   1.258e-01   1.548e+01   1.186e+00    9.900e+02    9.292e+02   9.596e+02   9.596e+02  -3.068e-02  
      71   1.765536e+04   2.420e+02   4.254e+00   1.258e-01   1.223e+01   1.179e+00    9.897e+02    9.290e+02   9.593e+02   9.595e+02   1.979e-01  
      72   1.765560e+04   1.767e+02   4.135e+00   1.258e-01   9.170e+00   1.195e+00    9.897e+02    9.294e+02   9.595e+02   9.595e+02  -1.360e-02  
      73   1.765584e+04   1.600e+02   2.725e+00   1.258e-01   8.192e+00   1.167e+00    9.901e+02    9.291e+02   9.596e+02   9.595e+02  -9.741e-02  
      74   1.765608e+04   1.941e+02   2.908e+00   1.258e-01   1.008e+01   1.199e+00    9.897e+02    9.292e+02   9.595e+02   9.595e+02   2.645e-03  
      75   1.765632e+04   2.468e+02   5.092e+00   1.258e-01   1.232e+01   1.166e+00    9.902e+02    9.292e+02   9.597e+02   9.594e+02  -2.504e-01  
      76   1.765656e+04   3.034e+02   3.397e+00   1.258e-01   1.510e+01   1.159e+00    9.898e+02    9.290e+02   9.594e+02   9.594e+02   1.770e-02  
      77   1.765680e+04   2.823e+02   4.181e+00   1.258e-01   1.387e+01   1.152e+00    9.898e+02    9.291e+02   9.594e+02   9.594e+02  -5.693e-02  
      78   1.765704e+04   3.353e+02   2.681e+00   1.258e-01   1.640e+01   1.146e+00    9.897e+02    9.289e+02   9.593e+02   9.593e+02   1.796e-02  
      79   1.765728e+04   2.113e+02   5.165e+00   1.258e-01   1.038e+01   1.138e+00    9.899e+02    9.290e+02   9.595e+02   9.593e+02  -1.848e-01  
      80   1.765752e+04   1.853e+02   1.683e+00   1.258e-01   9.418e+00   1.160e+00    9.899e+02    9.288e+02   9.594e+02   9.593e+02  -9.581e-02  
      81   1.765776e+04   9.752e+01   5.275e+00   1.304e-01   4.911e+00   1.142e+00    9.898e+02    9.289e+02   9.593e+02   9.592e+02  -7.313e-02  
      82   1.765800e+04   2.023e+01   5.133e+00   1.410e+00   1.064e+00   1.176e+00    9.897e+02    9.289e+02   9.593e+02   9.592e+02  -6.080e-02  
      83   1.765824e+04   3.691e+01   4.251e+00   7.658e+01   1.927e+00   1.173e+00    9.898e+02    9.288e+02   9.593e+02   9.592e+02  -9.927e-02  
      84   1.765848e+04   2.317e+01   1.806e+00   9.785e+02   1.246e+00   1.191e+00    9.898e+02    9.288e+02   9.593e+02   9.591e+02  -1.427e-01  
      85   1.765872e+04   3.977e+01   1.090e+00   2.725e+03   2.113e+00   1.179e+00    9.899e+02    9.289e+02   9.594e+02   9.591e+02  -2.973e-01  
      86   1.765896e+04   9.944e+01   3.239e+00   1.661e+03   5.357e+00   1.217e+00    9.897e+02    9.290e+02   9.593e+02   9.591e+02  -2.612e-01  
      87   1.765920e+04   2.637e+02   4.563e+00   2.210e+02   1.351e+01   1.209e+00    9.895e+02    9.289e+02   9.592e+02   9.591e+02  -1.379e-01  
      88   1.765944e+04   2.149e+02   6.628e+00   6.473e+00   1.121e+01   1.222e+00    9.890e+02    9.291e+02   9.590e+02   9.590e+02  -1.091e-04  
      89   1.765968e+04   2.611e+02   3.927e+00   1.646e-01   1.336e+01   1.201e+00    9.891e+02    9.291e+02   9.591e+02   9.590e+02  -1.229e-01  
      90   1.765992e+04   3.045e+02   2.304e+00   1.259e-01   1.574e+01   1.220e+00    9.888e+02    9.287e+02   9.588e+02   9.590e+02   2.023e-01  
      91   1.766016e+04   3.074e+02   2.705e+00   1.258e-01   1.547e+01   1.189e+00    9.895e+02    9.288e+02   9.592e+02   9.589e+02  -2.227e-01  
      92   1.766041e+04   3.010e+02   6.199e+00   1.258e-01   1.516e+01   1.196e+00    9.900e+02    9.285e+02   9.592e+02   9.589e+02  -3.463e-01  
      93   1.766065e+04   3.149e+02   7.522e+00   1.258e-01   1.533e+01   1.158e+00    9.900e+02    9.286e+02   9.593e+02   9.589e+02  -4.269e-01  
      94   1.766089e+04   3.162e+02   6.825e+00   1.258e-01   1.571e+01   1.180e+00    9.896e+02    9.284e+02   9.590e+02   9.588e+02  -1.370e-01  
      95   1.766113e+04   3.460e+02   7.827e+00   1.258e-01   1.664e+01   1.154e+00    9.888e+02    9.285e+02   9.587e+02   9.588e+02   1.456e-01  
      96   1.766137e+04   3.402e+02   3.268e+00   1.258e-01   1.683e+01   1.170e+00    9.892e+02    9.285e+02   9.588e+02   9.588e+02  -5.402e-02  
      97   1.766161e+04   3.407e+02   2.021e+00   1.258e-01   1.672e+01   1.150e+00    9.890e+02    9.283e+02   9.587e+02   9.587e+02   5.901e-02  
      98   1.766185e+04   3.100e+02   3.753e+00   1.258e-01   1.554e+01   1.188e+00    9.891e+02    9.284e+02   9.587e+02   9.587e+02  -3.477e-02  
      99   1.766209e+04   3.300e+02   5.140e+00   1.258e-01   1.631e+01   1.169e+00    9.889e+02    9.283e+02   9.586e+02   9.587e+02   4.536e-02  
     100   1.766233e+04   3.750e+02   6.655e-01   1.258e-01   1.904e+01   1.203e+00    9.891e+02    9.284e+02   9.588e+02   9.587e+02  -1.082e-01  
     101   1.766257e+04   3.465e+02   3.233e+00   1.258e-01   1.727e+01   1.185e+00    9.890e+02    9.283e+02   9.587e+02   9.586e+02  -5.921e-02  
     102   1.766281e+04   3.422e+02   2.566e+00   1.258e-01   1.761e+01   1.214e+00    9.889e+02    9.283e+02   9.586e+02   9.586e+02  -4.566e-02  
     103   1.766305e+04   3.201e+02   9.930e+00   1.258e-01   1.587e+01   1.195e+00    9.888e+02    9.283e+02   9.585e+02   9.586e+02   2.112e-02  
     104   1.766330e+04   3.474e+02   9.656e+00   1.258e-01   1.757e+01   1.225e+00    9.890e+02    9.282e+02   9.586e+02   9.585e+02  -6.952e-02  
     105   1.766354e+04   3.548e+02   8.293e+00   1.258e-01   1.766e+01   1.200e+00    9.889e+02    9.284e+02   9.586e+02   9.585e+02  -1.353e-01  
     106   1.766378e+04   3.575e+02   5.313e+00   1.258e-01   1.825e+01   1.228e+00    9.889e+02    9.282e+02   9.586e+02   9.585e+02  -9.617e-02  
     107   1.766402e+04   3.322e+02   4.791e+00   1.258e-01   1.656e+01   1.179e+00    9.889e+02    9.283e+02   9.586e+02   9.584e+02  -1.375e-01  
     108   1.766426e+04   3.274e+02   8.539e+00   1.258e-01   1.652e+01   1.211e+00    9.889e+02    9.284e+02   9.586e+02   9.584e+02  -2.314e-01  
     109   1.766450e+04   3.147e+02   1.115e+01   1.258e-01   1.542e+01   1.182e+00    9.889e+02    9.281e+02   9.585e+02   9.584e+02  -1.308e-01  
     110   1.766474e+04   3.857e+02   9.384e+00   1.258e-01   1.900e+01   1.193e+00    9.887e+02    9.280e+02   9.583e+02   9.583e+02   2.327e-02  
     111   1.766498e+04   3.165e+02   6.462e+00   1.258e-01   1.560e+01   1.175e+00    9.887e+02    9.281e+02   9.584e+02   9.583e+02  -8.359e-02  
     112   1.766522e+04   3.321e+02   5.434e+00   1.258e-01   1.658e+01   1.185e+00    9.890e+02    9.282e+02   9.586e+02   9.583e+02  -3.354e-01  
     113   1.766547e+04   3.504e+02   3.468e+00   1.258e-01   1.719e+01   1.160e+00    9.881e+02    9.281e+02   9.581e+02   9.583e+02   1.482e-01  
     114   1.766571e+04   3.432e+02   4.738e+00   1.258e-01   1.706e+01   1.179e+00    9.879e+02    9.281e+02   9.580e+02   9.582e+02   2.279e-01  
     115   1.766595e+04   3.266e+02   3.693e+00   1.258e-01   1.610e+01   1.167e+00    9.879e+02    9.280e+02   9.580e+02   9.582e+02   2.353e-01  
     116   1.766619e+04   3.310e+02   3.089e+00   1.258e-01   1.676e+01   1.198e+00    9.883e+02    9.280e+02   9.581e+02   9.582e+02   4.255e-02  
     117   1.766643e+04   3.595e+02   4.829e+00   1.258e-01   1.758e+01   1.162e+00    9.879e+02    9.279e+02   9.579e+02   9.581e+02   2.656e-01  
     118   1.766667e+04   2.960e+02   4.866e+00   1.258e-01   1.509e+01   1.208e+00    9.881e+02    9.280e+02   9.581e+02   9.581e+02   4.885e-02  
     119   1.766691e+04   3.310e+02   5.464e+00   1.258e-01   1.642e+01   1.176e+00    9.882e+02    9.278e+02   9.580e+02   9.581e+02   8.792e-02  
     120   1.766716e+04   3.412e+02   3.136e+00   1.258e-01   1.739e+01   1.210e+00    9.880e+02    9.279e+02   9.579e+02   9.580e+02   1.080e-01  
     121   1.766740e+04   3.490e+02   2.531e+00   1.258e-01   1.760e+01   1.199e+00    9.885e+02    9.277e+02   9.581e+02   9.580e+02  -8.723e-02  
     122   1.766764e+04   3.401e+02   3.187e+00   1.258e-01   1.756e+01   1.227e+00    9.891e+02    9.280e+02   9.585e+02   9.580e+02  -5.662e-01  
     123   1.766788e+04   3.454e+02   4.528e+00   1.258e-01   1.744e+01   1.203e+00    9.888e+02    9.278e+02   9.583e+02   9.579e+02  -3.771e-01  
     124   1.766812e+04   3.543e+02   3.142e+00   1.258e-01   1.813e+01   1.216e+00    9.879e+02    9.280e+02   9.580e+02   9.579e+02  -4.118e-02  
     125   1.766836e+04   3.311e+02   2.784e+00   1.258e-01   1.693e+01   1.214e+00    9.881e+02    9.280e+02   9.581e+02   9.579e+02  -1.739e-01  
     126   1.766860e+04   3.368e+02   4.911e-01   1.258e-01   1.762e+01   1.241e+00    9.881e+02    9.279e+02   9.580e+02   9.579e+02  -1.475e-01  
     127   1.766885e+04   3.530e+02   4.449e+00   1.258e-01   1.768e+01   1.192e+00    9.881e+02    9.280e+02   9.580e+02   9.578e+02  -2.140e-01  
     128   1.766909e+04   3.557e+02   1.961e+00   1.258e-01   1.814e+01   1.210e+00    9.878e+02    9.277e+02   9.578e+02   9.578e+02   7.877e-03  
     129   1.766933e+04   3.610e+02   4.141e+00   1.258e-01   1.801e+01   1.190e+00    9.882e+02    9.272e+02   9.577e+02   9.578e+02   7.099e-02  
     130   1.766957e+04   3.520e+02   2.871e+00   1.258e-01   1.776e+01   1.196e+00    9.880e+02    9.272e+02   9.576e+02   9.577e+02   1.368e-01  
     131   1.766981e+04   3.440e+02   1.162e+01   1.382e-01   1.653e+01   1.160e+00    9.878e+02    9.268e+02   9.573e+02   9.577e+02   4.124e-01  
     132   1.767005e+04   3.728e+02   4.498e+01   9.789e-01   1.655e+01   1.175e+00    9.881e+02    9.269e+02   9.575e+02   9.577e+02   1.999e-01  
     133   1.767030e+04   3.842e+02   7.261e+01   1.211e+01   1.596e+01   1.162e+00    9.878e+02    9.268e+02   9.573e+02   9.576e+02   3.377e-01  
     134   1.767054e+04   2.710e+02   8.192e+01   3.451e+01   1.131e+01   1.174e+00    9.880e+02    9.272e+02   9.576e+02   9.576e+02   3.088e-02  
     135   1.767078e+04   3.459e+02   7.261e+01   2.028e+01   1.453e+01   1.173e+00    9.880e+02    9.271e+02   9.575e+02   9.576e+02   3.481e-02  
     136   1.767102e+04   3.373e+02   7.773e+01   2.538e+00   1.434e+01   1.211e+00    9.880e+02    9.272e+02   9.576e+02   9.576e+02  -3.619e-02  
     137   1.767126e+04   3.220e+02   7.802e+01   1.848e-01   1.361e+01   1.202e+00    9.880e+02    9.272e+02   9.576e+02   9.575e+02  -4.316e-02  
     138   1.767151e+04   3.201e+02   6.011e+01   1.261e-01   1.429e+01   1.216e+00    9.879e+02    9.274e+02   9.577e+02   9.575e+02  -1.601e-01  
     139   1.767175e+04   3.302e+02   2.521e+01   1.258e-01   1.602e+01   1.231e+00    9.880e+02    9.272e+02   9.576e+02   9.575e+02  -1.274e-01  
     140   1.767199e+04   3.567e+02   5.229e+00   1.258e-01   1.829e+01   1.228e+00    9.878e+02    9.271e+02   9.574e+02   9.574e+02  -1.639e-02  
     141   1.767223e+04   3.705e+02   2.188e+00   1.263e-01   1.888e+01   1.211e+00    9.877e+02    9.275e+02   9.576e+02   9.574e+02  -1.971e-01  
     142   1.767247e+04   3.518e+02   7.361e-01   2.159e-01   1.840e+01   1.241e+00    9.878e+02    9.273e+02   9.576e+02   9.574e+02  -1.991e-01  
     143   1.767272e+04   3.698e+02   2.537e+00   3.292e+00   1.890e+01   1.218e+00    9.879e+02    9.272e+02   9.575e+02   9.573e+02  -1.683e-01  
     144   1.767296e+04   3.310e+02   5.341e+00   2.284e+01   1.692e+01   1.225e+00    9.869e+02    9.272e+02   9.571e+02   9.573e+02   2.432e-01  
     145   1.767320e+04   3.866e+02   3.218e+00   3.342e+01   1.924e+01   1.189e+00    9.869e+02    9.272e+02   9.570e+02   9.573e+02   2.605e-01  
     146   1.767344e+04   3.215e+02   3.000e+00   1.009e+01   1.654e+01   1.223e+00    9.869e+02    9.273e+02   9.571e+02   9.573e+02   1.656e-01  
     147   1.767368e+04   3.247e+02   3.780e+00   7.356e-01   1.623e+01   1.184e+00    9.873e+02    9.272e+02   9.573e+02   9.572e+02  -3.061e-02  
     148   1.767393e+04   3.500e+02   2.772e+00   1.334e-01   1.765e+01   1.196e+00    9.872e+02    9.271e+02   9.571e+02   9.572e+02   5.806e-02  
     149   1.767417e+04   3.663e+02   1.688e+00   1.258e-01   1.820e+01   1.182e+00    9.880e+02    9.270e+02   9.575e+02   9.572e+02  -3.204e-01  
     150   1.767441e+04   3.321e+02   2.090e+00   1.258e-01   1.678e+01   1.198e+00    9.879e+02    9.269e+02   9.574e+02   9.571e+02  -2.612e-01  
     151   1.767465e+04   3.197e+02   2.846e+00   1.258e-01   1.588e+01   1.167e+00    9.880e+02    9.271e+02   9.575e+02   9.571e+02  -4.294e-01  
     152   1.767489e+04   3.327e+02   3.051e+00   1.267e-01   1.692e+01   1.210e+00    9.874e+02    9.271e+02   9.572e+02   9.571e+02  -1.524e-01  
     153   1.767514e+04   3.159e+02   3.650e+00   2.890e-01   1.585e+01   1.188e+00    9.873e+02    9.271e+02   9.572e+02   9.570e+02  -1.937e-01  
     154   1.767538e+04   3.370e+02   2.346e+00   6.538e+00   1.726e+01   1.217e+00    9.870e+02    9.271e+02   9.571e+02   9.570e+02  -6.468e-02  
     155   1.767562e+04   3.574e+02   2.197e+00   5.408e+01   1.826e+01   1.222e+00    9.872e+02    9.269e+02   9.571e+02   9.570e+02  -7.549e-02  
     156   1.767586e+04   3.416e+02   5.734e+00   9.804e+01   1.751e+01   1.235e+00    9.868e+02    9.270e+02   9.569e+02   9.570e+02   1.772e-02  
     157   1.767611e+04   3.233e+02   3.840e+00   3.854e+01   1.658e+01   1.225e+00    9.869e+02    9.270e+02   9.570e+02   9.569e+02  -4.015e-02  
     158   1.767635e+04   3.517e+02   1.592e+00   3.373e+00   1.834e+01   1.240e+00    9.870e+02    9.272e+02   9.571e+02   9.569e+02  -1.935e-01  
     159   1.767659e+04   3.531e+02   3.308e+00   1.844e-01   1.809e+01   1.221e+00    9.868e+02    9.271e+02   9.570e+02   9.569e+02  -9.077e-02  
     160   1.767683e+04   3.262e+02   3.783e+00   1.260e-01   1.704e+01   1.248e+00    9.869e+02    9.271e+02   9.570e+02   9.568e+02  -2.001e-01  
     161   1.767708e+04   3.717e+02   5.998e-01   1.258e-01   1.894e+01   1.213e+00    9.867e+02    9.271e+02   9.569e+02   9.568e+02  -1.094e-01  
     162   1.767732e+04   3.030e+02   7.544e+00   1.258e-01   1.568e+01   1.241e+00    9.868e+02    9.270e+02   9.569e+02   9.568e+02  -1.321e-01  
     163   1.767756e+04   3.545e+02   3.723e+00   1.258e-01   1.807e+01   1.217e+00    9.871e+02    9.269e+02   9.570e+02   9.567e+02  -2.540e-01  
     164   1.767780e+04   3.126e+02   4.162e+00   1.258e-01   1.611e+01   1.229e+00    9.869e+02    9.272e+02   9.570e+02   9.567e+02  -3.147e-01  
     165   1.767805e+04   3.057e+02   5.636e+00   1.258e-01   1.544e+01   1.203e+00    9.868e+02    9.267e+02   9.568e+02   9.567e+02  -6.898e-02  
     166   1.767829e+04   3.341e+02   4.576e+00   1.258e-01   1.701e+01   1.218e+00    9.868e+02    9.263e+02   9.566e+02   9.567e+02   5.530e-02  
