     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
      39   1.686876e+04   6.310e+02   9.222e+00   1.258e-01   2.722e+01   1.070e+00    7.004e+02    6.399e+02   6.701e+02   6.701e+02  -6.806e-02  
      40   1.686899e+04   6.056e+02   8.861e+00   1.258e-01   2.587e+01   1.049e+00    7.003e+02    6.399e+02   6.701e+02   6.701e+02  -5.051e-02  
      41   1.686922e+04   6.904e+02   6.703e+00   1.258e-01   2.944e+01   1.057e+00    7.001e+02    6.398e+02   6.700e+02   6.700e+02   7.904e-02  
      42   1.686944e+04   6.396e+02   9.066e+00   1.258e-01   2.696e+01   1.047e+00    7.005e+02    6.397e+02   6.701e+02   6.700e+02  -7.349e-02  
      43   1.686967e+04   6.493e+02   9.395e+00   1.258e-01   2.738e+01   1.054e+00    7.004e+02    6.398e+02   6.701e+02   6.700e+02  -6.142e-02  
      44   1.686990e+04   6.621e+02   7.479e+00   1.258e-01   2.801e+01   1.048e+00    7.002e+02    6.398e+02   6.700e+02   6.700e+02   5.398e-03  
      45   1.687013e+04   6.477e+02   6.244e+00   1.258e-01   2.774e+01   1.053e+00    7.001e+02    6.397e+02   6.699e+02   6.700e+02   6.934e-02  
      46   1.687036e+04   6.552e+02   7.062e+00   1.258e-01   2.776e+01   1.045e+00    6.999e+02    6.398e+02   6.698e+02   6.700e+02   1.404e-01  
      47   1.687059e+04   6.459e+02   9.016e+00   1.258e-01   2.756e+01   1.059e+00    7.001e+02    6.398e+02   6.700e+02   6.700e+02   7.254e-03  
      48   1.687082e+04   6.563e+02   6.456e+00   1.258e-01   2.795e+01   1.050e+00    7.001e+02    6.397e+02   6.699e+02   6.699e+02   2.176e-02  
      49   1.687105e+04   6.233e+02   9.452e+00   1.258e-01   2.698e+01   1.074e+00    7.001e+02    6.396e+02   6.699e+02   6.699e+02   8.288e-02  
      50   1.687128e+04   6.409e+02   9.157e+00   1.258e-01   2.746e+01   1.063e+00    7.001e+02    6.396e+02   6.699e+02   6.699e+02   5.413e-02  
      51   1.687151e+04   6.395e+02   1.014e+01   1.258e-01   2.756e+01   1.074e+00    7.001e+02    6.396e+02   6.698e+02   6.699e+02   6.624e-02  
      52   1.687174e+04   6.722e+02   9.864e+00   1.258e-01   2.875e+01   1.068e+00    6.999e+02    6.396e+02   6.698e+02   6.699e+02   1.200e-01  
      53   1.687197e+04   6.591e+02   5.772e+00   1.258e-01   2.874e+01   1.077e+00    7.002e+02    6.396e+02   6.699e+02   6.699e+02  -3.708e-02  
      54   1.687220e+04   6.646e+02   5.128e+00   1.258e-01   2.892e+01   1.076e+00    7.000e+02    6.397e+02   6.698e+02   6.699e+02   2.146e-02  
      55   1.687243e+04   6.209e+02   7.135e+00   1.258e-01   2.727e+01   1.081e+00    7.000e+02    6.397e+02   6.699e+02   6.699e+02   4.066e-03  
      56   1.687266e+04   6.130e+02   9.859e+00   1.258e-01   2.658e+01   1.073e+00    7.000e+02    6.397e+02   6.698e+02   6.698e+02   1.472e-02  
      57   1.687289e+04   6.464e+02   6.432e+00   1.258e-01   2.829e+01   1.082e+00    7.000e+02    6.396e+02   6.698e+02   6.698e+02   3.050e-02  
      58   1.687312e+04   6.192e+02   6.603e+00   1.258e-01   2.686e+01   1.064e+00    7.000e+02    6.397e+02   6.698e+02   6.698e+02  -1.584e-02  
      59   1.687335e+04   5.835e+02   8.071e+00   1.258e-01   2.549e+01   1.069e+00    7.000e+02    6.396e+02   6.698e+02   6.698e+02  -1.230e-02  
      60   1.687358e+04   6.105e+02   5.696e+00   1.258e-01   2.648e+01   1.064e+00    7.000e+02    6.395e+02   6.697e+02   6.698e+02   5.357e-02  
      61   1.687381e+04   5.967e+02   7.175e+00   1.258e-01   2.604e+01   1.071e+00    7.000e+02    6.397e+02   6.698e+02   6.698e+02  -3.695e-02  
      62   1.687404e+04   6.307e+02   9.182e+00   1.258e-01   2.691e+01   1.054e+00    7.000e+02    6.396e+02   6.698e+02   6.698e+02  -3.645e-02  
      63   1.687427e+04   6.483e+02   6.605e+00   1.258e-01   2.784e+01   1.059e+00    7.000e+02    6.396e+02   6.698e+02   6.698e+02  -3.062e-02  
      64   1.687450e+04   6.581e+02   9.675e+00   1.258e-01   2.804e+01   1.061e+00    6.999e+02    6.396e+02   6.697e+02   6.697e+02   1.042e-02  
      65   1.687473e+04   6.558e+02   8.158e+00   1.258e-01   2.816e+01   1.065e+00    6.999e+02    6.395e+02   6.697e+02   6.697e+02   2.574e-02  
      66   1.687497e+04   6.723e+02   7.986e+00   1.258e-01   2.862e+01   1.061e+00    7.002e+02    6.395e+02   6.698e+02   6.697e+02  -8.965e-02  
      67   1.687520e+04   6.199e+02   1.067e+01   1.258e-01   2.680e+01   1.079e+00    6.998e+02    6.395e+02   6.697e+02   6.697e+02   3.523e-02  
      68   1.687543e+04   6.717e+02   8.610e+00   1.258e-01   2.912e+01   1.083e+00    7.000e+02    6.395e+02   6.697e+02   6.697e+02  -5.418e-02  
      69   1.687566e+04   6.732e+02   8.681e+00   1.258e-01   2.935e+01   1.084e+00    6.999e+02    6.394e+02   6.697e+02   6.697e+02   2.328e-02  
      70   1.687589e+04   7.033e+02   6.020e+00   1.258e-01   3.031e+01   1.075e+00    6.998e+02    6.395e+02   6.696e+02   6.697e+02   1.728e-02  
      71   1.687612e+04   6.888e+02   7.013e+00   1.258e-01   3.026e+01   1.096e+00    6.995e+02    6.395e+02   6.695e+02   6.696e+02   1.245e-01  
      72   1.687635e+04   6.635e+02   6.250e+00   1.258e-01   2.912e+01   1.087e+00    6.999e+02    6.395e+02   6.697e+02   6.696e+02  -3.946e-02  
      73   1.687658e+04   6.563e+02   8.559e+00   1.258e-01   2.877e+01   1.090e+00    6.996e+02    6.395e+02   6.695e+02   6.696e+02   7.545e-02  
      74   1.687681e+04   6.443e+02   1.191e+01   1.258e-01   2.782e+01   1.080e+00    7.000e+02    6.395e+02   6.697e+02   6.696e+02  -1.362e-01  
      75   1.687704e+04   7.502e+02   8.579e+00   1.258e-01   3.225e+01   1.085e+00    6.997e+02    6.394e+02   6.696e+02   6.696e+02   3.302e-02  
      76   1.687727e+04   6.527e+02   9.663e+00   1.258e-01   2.806e+01   1.070e+00    6.999e+02    6.394e+02   6.696e+02   6.696e+02  -3.169e-02  
      77   1.687750e+04   6.779e+02   7.948e+00   1.258e-01   2.927e+01   1.074e+00    6.998e+02    6.394e+02   6.696e+02   6.696e+02  -1.838e-02  
      78   1.687773e+04   7.324e+02   7.345e+00   1.258e-01   3.117e+01   1.063e+00    6.997e+02    6.393e+02   6.695e+02   6.696e+02   3.674e-02  
      79   1.687796e+04   6.869e+02   9.584e+00   1.258e-01   2.923e+01   1.062e+00    6.998e+02    6.394e+02   6.696e+02   6.695e+02  -5.457e-02  
      80   1.687819e+04   6.332e+02   7.944e+00   1.258e-01   2.727e+01   1.066e+00    6.996e+02    6.393e+02   6.694e+02   6.695e+02   9.000e-02  
      81   1.687842e+04   7.007e+02   4.872e+00   1.258e-01   3.049e+01   1.077e+00    6.997e+02    6.394e+02   6.696e+02   6.695e+02  -3.377e-02  
      82   1.687865e+04   7.029e+02   4.987e+00   1.258e-01   3.030e+01   1.072e+00    6.997e+02    6.393e+02   6.695e+02   6.695e+02   3.500e-03  
      83   1.687888e+04   6.253e+02   8.476e+00   1.258e-01   2.750e+01   1.092e+00    6.997e+02    6.393e+02   6.695e+02   6.695e+02  -2.952e-02  
      84   1.687911e+04   6.710e+02   8.024e+00   1.258e-01   2.931e+01   1.089e+00    6.997e+02    6.393e+02   6.695e+02   6.695e+02  -2.709e-02  
      85   1.687934e+04   6.180e+02   8.622e+00   1.258e-01   2.740e+01   1.102e+00    6.996e+02    6.394e+02   6.695e+02   6.695e+02  -3.239e-02  
      86   1.687957e+04   6.242e+02   7.860e+00   1.258e-01   2.771e+01   1.100e+00    6.997e+02    6.393e+02   6.695e+02   6.695e+02  -3.564e-02  
      87   1.687981e+04   6.399e+02   6.865e+00   1.258e-01   2.844e+01   1.100e+00    6.998e+02    6.392e+02   6.695e+02   6.694e+02  -5.464e-02  
      88   1.688004e+04   6.455e+02   7.100e+00   1.258e-01   2.832e+01   1.090e+00    6.996e+02    6.392e+02   6.694e+02   6.694e+02   2.490e-02  
      89   1.688027e+04   6.269e+02   6.969e+00   1.258e-01   2.797e+01   1.105e+00    6.995e+02    6.392e+02   6.693e+02   6.694e+02   7.536e-02  
      90   1.688050e+04   6.257e+02   7.514e+00   1.258e-01   2.758e+01   1.089e+00    6.995e+02    6.389e+02   6.692e+02   6.694e+02   2.216e-01  
      91   1.688073e+04   6.747e+02   6.998e+00   1.258e-01   2.974e+01   1.097e+00    6.995e+02    6.393e+02   6.694e+02   6.694e+02  -2.275e-02  
      92   1.688096e+04   6.462e+02   7.973e+00   1.258e-01   2.833e+01   1.089e+00    6.993e+02    6.392e+02   6.692e+02   6.694e+02   1.404e-01  
      93   1.688119e+04   6.582e+02   9.377e+00   1.258e-01   2.879e+01   1.091e+00    6.996e+02    6.392e+02   6.694e+02   6.694e+02  -5.177e-02  
      94   1.688142e+04   7.032e+02   4.925e+00   1.258e-01   3.062e+01   1.081e+00    6.996e+02    6.391e+02   6.694e+02   6.694e+02  -1.197e-02  
      95   1.688165e+04   6.425e+02   7.155e+00   1.258e-01   2.839e+01   1.098e+00    6.995e+02    6.391e+02   6.693e+02   6.693e+02   2.781e-02  
      96   1.688188e+04   6.376e+02   8.092e+00   1.258e-01   2.804e+01   1.090e+00    6.993e+02    6.392e+02   6.693e+02   6.693e+02   5.369e-02  
      97   1.688211e+04   6.438e+02   8.219e+00   1.258e-01   2.826e+01   1.092e+00    6.994e+02    6.401e+02   6.697e+02   6.693e+02  -4.291e-01  
      98   1.688234e+04   6.605e+02   8.570e+00   1.258e-01   2.877e+01   1.087e+00    6.994e+02    6.391e+02   6.692e+02   6.693e+02   6.081e-02  
      99   1.688258e+04   6.609e+02   9.976e+00   1.258e-01   2.893e+01   1.097e+00    6.995e+02    6.392e+02   6.693e+02   6.693e+02  -3.716e-02  
     100   1.688281e+04   6.378e+02   8.237e+00   1.258e-01   2.813e+01   1.095e+00    6.996e+02    6.391e+02   6.694e+02   6.693e+02  -7.116e-02  
     101   1.688304e+04   6.570e+02   7.945e+00   1.258e-01   2.907e+01   1.103e+00    6.997e+02    6.391e+02   6.694e+02   6.693e+02  -1.233e-01  
     102   1.688327e+04   6.408e+02   8.415e+00   1.258e-01   2.841e+01   1.104e+00    6.995e+02    6.392e+02   6.694e+02   6.693e+02  -1.229e-01  
     103   1.688350e+04   6.515e+02   5.744e+00   1.258e-01   2.934e+01   1.115e+00    6.995e+02    6.391e+02   6.693e+02   6.692e+02  -6.317e-02  
     104   1.688373e+04   6.687e+02   9.957e+00   1.258e-01   2.938e+01   1.103e+00    6.991e+02    6.392e+02   6.691e+02   6.692e+02   8.253e-02  
     105   1.688396e+04   6.556e+02   8.287e+00   1.258e-01   2.931e+01   1.119e+00    6.989e+02    6.391e+02   6.690e+02   6.692e+02   1.908e-01  
     106   1.688419e+04   7.008e+02   7.224e+00   1.258e-01   3.103e+01   1.107e+00    6.988e+02    6.391e+02   6.690e+02   6.692e+02   2.309e-01  
     107   1.688442e+04   6.244e+02   9.788e+00   1.258e-01   2.803e+01   1.122e+00    6.991e+02    6.391e+02   6.691e+02   6.692e+02   4.982e-02  
     108   1.688466e+04   6.731e+02   8.689e+00   1.258e-01   2.977e+01   1.104e+00    6.989e+02    6.389e+02   6.689e+02   6.692e+02   2.892e-01  
     109   1.688489e+04   6.492e+02   8.614e+00   1.258e-01   2.881e+01   1.104e+00    6.998e+02    6.390e+02   6.694e+02   6.692e+02  -2.494e-01  
     110   1.688512e+04   6.716e+02   5.781e+00   1.258e-01   2.974e+01   1.099e+00    6.998e+02    6.389e+02   6.693e+02   6.692e+02  -1.748e-01  
     111   1.688535e+04   6.439e+02   6.267e+00   1.258e-01   2.852e+01   1.098e+00    6.995e+02    6.389e+02   6.692e+02   6.691e+02  -6.464e-02  
     112   1.688558e+04   6.425e+02   9.243e+00   1.258e-01   2.828e+01   1.098e+00    6.991e+02    6.393e+02   6.692e+02   6.691e+02  -5.920e-02  
     113   1.688581e+04   6.681e+02   7.794e+00   1.258e-01   2.930e+01   1.096e+00    6.992e+02    6.391e+02   6.691e+02   6.691e+02   1.173e-02  
     114   1.688604e+04   6.454e+02   7.890e+00   1.258e-01   2.842e+01   1.094e+00    6.989e+02    6.388e+02   6.689e+02   6.691e+02   2.151e-01  
     115   1.688627e+04   6.928e+02   7.067e+00   1.258e-01   3.010e+01   1.090e+00    6.989e+02    6.390e+02   6.689e+02   6.691e+02   1.788e-01  
     116   1.688651e+04   6.477e+02   6.107e+00   1.258e-01   2.848e+01   1.093e+00    6.988e+02    6.391e+02   6.690e+02   6.691e+02   1.167e-01  
     117   1.688674e+04   6.452e+02   9.405e+00   1.258e-01   2.871e+01   1.114e+00    6.990e+02    6.389e+02   6.689e+02   6.691e+02   1.241e-01  
     118   1.688697e+04   6.371e+02   9.211e+00   1.258e-01   2.826e+01   1.108e+00    6.989e+02    6.389e+02   6.689e+02   6.691e+02   1.876e-01  
     119   1.688720e+04   6.360e+02   9.664e+00   1.258e-01   2.857e+01   1.123e+00    6.991e+02    6.390e+02   6.691e+02   6.690e+02  -1.164e-02  
     120   1.688743e+04   6.549e+02   9.042e+00   1.258e-01   2.925e+01   1.117e+00    6.989e+02    6.389e+02   6.689e+02   6.690e+02   1.575e-01  
     121   1.688766e+04   6.527e+02   6.679e+00   1.258e-01   2.953e+01   1.124e+00    6.990e+02    6.391e+02   6.691e+02   6.690e+02  -5.403e-02  
     122   1.688789e+04   6.615e+02   5.991e+00   1.258e-01   2.999e+01   1.130e+00    6.989e+02    6.389e+02   6.689e+02   6.690e+02   1.272e-01  
     123   1.688813e+04   6.652e+02   7.806e+00   1.258e-01   3.011e+01   1.134e+00    6.989e+02    6.392e+02   6.690e+02   6.690e+02  -4.665e-02  
     124   1.688836e+04   6.578e+02   6.143e+00   1.297e-01   2.972e+01   1.126e+00    6.989e+02    6.389e+02   6.689e+02   6.690e+02   8.003e-02  
     125   1.688859e+04   6.721e+02   5.853e+00   2.791e-01   3.054e+01   1.131e+00    6.993e+02    6.389e+02   6.691e+02   6.690e+02  -1.095e-01  
     126   1.688882e+04   6.779e+02   7.435e+00   1.529e+00   3.017e+01   1.113e+00    6.992e+02    6.388e+02   6.690e+02   6.690e+02  -4.742e-02  
     127   1.688905e+04   6.533e+02   9.507e+00   3.136e+00   2.918e+01   1.119e+00    6.993e+02    6.388e+02   6.690e+02   6.689e+02  -1.041e-01  
     128   1.688928e+04   6.043e+02   1.293e+01   1.641e+00   2.667e+01   1.107e+00    6.988e+02    6.388e+02   6.688e+02   6.689e+02   1.044e-01  
     129   1.688951e+04   6.454e+02   1.203e+01   3.046e-01   2.853e+01   1.113e+00    6.989e+02    6.388e+02   6.689e+02   6.689e+02   4.085e-02  
     130   1.688975e+04   6.488e+02   1.317e+01   1.308e-01   2.828e+01   1.100e+00    6.989e+02    6.387e+02   6.688e+02   6.689e+02   1.167e-01  
     131   1.688998e+04   6.051e+02   1.127e+01   1.271e-01   2.673e+01   1.103e+00    6.990e+02    6.388e+02   6.689e+02   6.689e+02   2.277e-03  
     132   1.689021e+04   6.620e+02   7.253e+00   1.963e-01   2.947e+01   1.110e+00    6.988e+02    6.390e+02   6.689e+02   6.689e+02   2.460e-02  
     133   1.689044e+04   6.496e+02   6.624e+00   1.051e+00   2.921e+01   1.122e+00    6.989e+02    6.389e+02   6.689e+02   6.689e+02  -2.074e-02  
     134   1.689067e+04   6.795e+02   6.028e+00   2.976e+00   3.032e+01   1.116e+00    6.987e+02    6.388e+02   6.688e+02   6.689e+02   8.356e-02  
     135   1.689090e+04   6.652e+02   6.664e+00   2.185e+00   2.997e+01   1.127e+00    6.988e+02    6.389e+02   6.688e+02   6.688e+02   3.122e-05  
     136   1.689114e+04   6.532e+02   1.003e+01   4.746e-01   2.924e+01   1.123e+00    6.988e+02    6.389e+02   6.688e+02   6.688e+02  -6.239e-03  
     137   1.689137e+04   6.561e+02   1.189e+01   1.397e-01   2.928e+01   1.128e+00    6.987e+02    6.389e+02   6.688e+02   6.688e+02   3.051e-02  
     138   1.689160e+04   6.543e+02   9.017e+00   1.259e-01   2.959e+01   1.136e+00    6.988e+02    6.389e+02   6.688e+02   6.688e+02  -2.233e-02  
     139   1.689183e+04   7.086e+02   5.879e+00   1.258e-01   3.211e+01   1.140e+00    6.987e+02    6.390e+02   6.689e+02   6.688e+02  -8.857e-02  
     140   1.689206e+04   6.873e+02   4.020e+00   1.258e-01   3.105e+01   1.125e+00    6.988e+02    6.388e+02   6.688e+02   6.688e+02  -1.264e-02  
     141   1.689230e+04   6.728e+02   7.272e+00   1.258e-01   3.057e+01   1.138e+00    6.987e+02    6.388e+02   6.688e+02   6.688e+02   3.119e-03  
     142   1.689253e+04   6.278e+02   8.327e+00   1.258e-01   2.825e+01   1.121e+00    6.988e+02    6.388e+02   6.688e+02   6.688e+02  -8.230e-02  
     143   1.689276e+04   6.565e+02   7.887e+00   1.258e-01   2.982e+01   1.135e+00    6.989e+02    6.387e+02   6.688e+02   6.687e+02  -4.664e-02  
     144   1.689299e+04   6.383e+02   6.094e+00   1.258e-01   2.884e+01   1.118e+00    6.991e+02    6.386e+02   6.688e+02   6.687e+02  -1.092e-01  
     145   1.689322e+04   6.544e+02   6.238e+00   1.258e-01   2.967e+01   1.126e+00    6.988e+02    6.387e+02   6.687e+02   6.687e+02  -1.781e-02  
     146   1.689346e+04   6.034e+02   6.083e+00   1.258e-01   2.737e+01   1.117e+00    6.988e+02    6.386e+02   6.687e+02   6.687e+02   3.535e-03  
     147   1.689369e+04   6.211e+02   7.350e+00   1.258e-01   2.825e+01   1.124e+00    6.987e+02    6.388e+02   6.688e+02   6.687e+02  -6.263e-02  
     148   1.689392e+04   6.568e+02   7.331e+00   1.258e-01   2.943e+01   1.116e+00    6.986e+02    6.387e+02   6.687e+02   6.687e+02  -1.112e-03  
     149   1.689415e+04   6.764e+02   6.963e+00   1.258e-01   3.046e+01   1.125e+00    6.986e+02    6.386e+02   6.686e+02   6.687e+02   5.991e-02  
     150   1.689438e+04   6.333e+02   5.926e+00   1.258e-01   2.846e+01   1.112e+00    6.986e+02    6.388e+02   6.687e+02   6.687e+02  -4.561e-02  
     151   1.689462e+04   6.408e+02   5.470e+00   1.258e-01   2.922e+01   1.133e+00    6.988e+02    6.387e+02   6.688e+02   6.686e+02  -1.292e-01  
     152   1.689485e+04   5.687e+02   5.711e+00   1.266e-01   2.610e+01   1.129e+00    6.987e+02    6.387e+02   6.687e+02   6.686e+02  -6.534e-02  
     153   1.689508e+04   5.195e+02   8.174e+00   1.512e-01   2.405e+01   1.136e+00    6.986e+02    6.387e+02   6.686e+02   6.686e+02  -2.476e-02  
     154   1.689531e+04   5.307e+02   8.764e+00   3.235e-01   2.456e+01   1.139e+00    6.986e+02    6.387e+02   6.686e+02   6.686e+02  -3.345e-02  
     155   1.689554e+04   5.127e+02   6.826e+00   5.841e-01   2.406e+01   1.145e+00    6.984e+02    6.387e+02   6.685e+02   6.686e+02   5.454e-02  
     156   1.689578e+04   5.075e+02   8.582e+00   5.578e-01   2.362e+01   1.143e+00    6.987e+02    6.387e+02   6.687e+02   6.686e+02  -7.759e-02  
     157   1.689601e+04   5.644e+02   8.655e+00   2.853e-01   2.656e+01   1.170e+00    6.986e+02    6.387e+02   6.687e+02   6.686e+02  -7.934e-02  
     158   1.689624e+04   5.900e+02   9.074e+00   1.426e-01   2.719e+01   1.149e+00    6.985e+02    6.388e+02   6.686e+02   6.686e+02  -8.291e-02  
     159   1.689647e+04   5.801e+02   8.555e+00   1.262e-01   2.700e+01   1.154e+00    6.985e+02    6.388e+02   6.686e+02   6.686e+02  -6.898e-02  
     160   1.689671e+04   6.325e+02   8.348e+00   1.258e-01   2.898e+01   1.145e+00    6.986e+02    6.389e+02   6.687e+02   6.685e+02  -1.971e-01  
     161   1.689694e+04   5.919e+02   9.519e+00   1.258e-01   2.733e+01   1.151e+00    6.985e+02    6.386e+02   6.686e+02   6.685e+02  -4.858e-02  
     162   1.689717e+04   6.269e+02   1.159e+01   1.258e-01   2.815e+01   1.125e+00    6.984e+02    6.387e+02   6.686e+02   6.685e+02  -3.930e-02  
     163   1.689740e+04   6.384e+02   7.734e+00   1.258e-01   2.887e+01   1.126e+00    6.983e+02    6.386e+02   6.685e+02   6.685e+02   2.418e-02  
     164   1.689763e+04   6.242e+02   8.172e+00   1.258e-01   2.828e+01   1.127e+00    6.985e+02    6.384e+02   6.685e+02   6.685e+02   2.932e-02  
     165   1.689787e+04   6.216e+02   8.352e+00   1.258e-01   2.805e+01   1.124e+00    6.984e+02    6.387e+02   6.686e+02   6.685e+02  -7.971e-02  
     166   1.689810e+04   6.633e+02   8.878e+00   1.258e-01   2.949e+01   1.110e+00    6.984e+02    6.386e+02   6.685e+02   6.685e+02  -1.609e-02  
